comuna;comuna_servel;region;ud;dto;cir;X04alc_cd_v;X04alc_cd_p;X04alc_ci_v;X04alc_ci_p;X04alc_iz_v;X04alc_iz_p;X04alc_ot_v;X04alc_ot_p;X04con_cd_v;X04con_cd_p;X04con_ci_v;X04con_ci_p;X04con_iz_v;X04con_iz_p;X04con_ot_v;X04con_ot_p;X08alc_cd_v;X08alc_cd_p;X08alc_ci_v;X08alc_ci_p;X08alc_iz_v;X08alc_iz_p;X08alc_ot_v;X08alc_ot_p;X08con_cd_v;X08con_cd_p;X08con_ci_v;X08con_ci_p;X08con_iz_v;X08con_iz_p;X08con_ot_v;X08con_ot_p;X12alc_cd_v;X12alc_cd_p;X12alc_ci_v;X12alc_ci_p;X12alc_iz_v;X12alc_iz_p;X12alc_ot_v;X12alc_ot_p;X12con_cd_v;X12con_cd_p;X12con_ci_v;X12con_ci_p;X12con_iz_v;X12con_iz_p;X12con_ot_v;X12con_ot_p;X13dip_cd_v;X13dip_cd_p;X13dip_ci_v;X13dip_ci_p;X13dip_iz_v;X13dip_iz_p;X13dip_ot_v;X13dip_ot_p;X13sen_cd_v;X13sen_cd_p;X13sen_ci_v;X13sen_ci_p;X13sen_iz_v;X13sen_iz_p;X13sen_ot_v;X13sen_ot_p;X16alc_cd_v;X16alc_cd_p;X16alc_ci_v;X16alc_ci_p;X16alc_iz_v;X16alc_iz_p;X16alc_ot_v;X16alc_ot_p;X16con_cd_v;X16con_cd_p;X16con_ci_v;X16con_ci_p;X16con_iz_v;X16con_iz_p;X16con_ot_v;X16con_ot_p;X17dip_cd_v;X17dip_cd_p;X17dip_ci_v;X17dip_ci_p;X17dip_iz_v;X17dip_iz_p;X17dip_ot_v;X17dip_ot_p;X17sen_cd_v;X17sen_cd_p;X17sen_ci_v;X17sen_ci_p;X17sen_iz_v;X17sen_iz_p;X17sen_ot_v;X17sen_ot_p;X13pr1_cd_v;X13pr1_cd_p;X13pr1_ci_v;X13pr1_ci_p;X13pr1_iz_v;X13pr1_iz_p;X13p17_ot_v;X13pr1_ot_p;X13pr2_cd_v;X13pr2_cd_p;X13pr2_ci_v;X13pr2_ci_p;X13pr2_iz_v;X13pr2_iz_p;X13p17_ot_v;X13pr2_ot_p;X17pr1_cd_v;X17pr1_cd_p;X17pr1_ci_v;X17pr1_ci_p;X17pr1_iz_v;X17pr1_iz_p;X17pr1_ot_v;X17pr1_ot_p;X17pr2_cd_v;X17pr2_cd_p;X17pr2_ci_v;X17pr2_ci_p;X17pr2_iz_v;X17pr2_iz_p;X17pr2_ot_v;X17pr2_ot_p;X09pr1_cd_v;X09pr1_cd_p;X09pr1_ci_v;X09pr1_ci_p;X09pr1_iz_v;X09pr1_iz_p;X09pr1_ot_v;X09pr1_ot_p
Pozo Almonte;POZO ALMONTE;Tarapacá;228;2;2;2431;0.5501244625;1656;0.3747454175;72;0.01629327902;260;0.05883684091;1757;0.4066188382;1303;0.301550567;294;0.0680398056;967;0.2237907892;2244;0.5433414044;0;0;0;0;1886;0.4566585956;997;0.2407631007;2428;0.5863318039;276;0.0666505675;440;0.1062545279;1025;0.2311161218;1319;0.2974069899;1424;0.3210822999;667;0.1503945885;948;0.2200046414;1785;0.4142492458;1025;0.2378742168;551;0.127871896;942;0.2607251591;1423;0.3938555217;247;0.06836424024;1001;0.2770550789;;;;;;;;;494;0.09684375613;2193;0.4299157028;0;0;2414;0.4732405411;1571;0.3179518316;2632;0.5326856912;250;0.05059704513;488;0.0987654321;1122;0.3572110793;1271;0.4046482012;388;0.123527539;360;0.1146131805;0;;0;;0;;0;;763;0.2009481169;1730;0.4556228602;645;0.1698709508;659;;1137;0.3747528016;1897;0.6252471984;;0;;0;1640;0.4731679169;987;0.2847663012;839;0.2420657819;;0;2472;0.5962373372;1674;0.4037626628;;0;;0;1827;0.4196141479;977;0.2243913643;1550;0.3559944878;0;0
Calama;CALAMA;Antofagasta;20;3;3;8052;0.1629365818;22759;0.4605406937;3862;0.07814966207;14745;0.2983730624;13357;0.2839739774;24597;0.5229398758;7610;0.1617909686;1472;0.03129517816;7823;0.1593181679;17916;0.3648656905;0;0;23364;0.4758161416;12681;0.2762083161;19963;0.4348195422;4289;0.09341987759;8978;0.1955522642;0;0;13892;0.3395829769;23769;0.5810212912;3248;0.07939573199;7907;0.2088208108;17449;0.460821339;5237;0.1383071438;7272;0.1920507065;17715;0.3689395202;23064;0.4803398867;7237;0.1507205931;0;0;8430;0.1763819726;24559;0.513851111;3570;0.07469556848;11235;0.2350713479;11696;0.3476296627;7764;0.2307623718;7860;0.2336156933;6325;0.1879922723;10632;0.344155634;10841;0.3509209206;5732;0.1855436507;3688;0.1193797948;13624;0.3078522201;10064;0.2274093323;7119;0.1608631793;13448;0.3038752683;;;;;;;;;9451;0.1853973361;19844;0.389273594;8840;0.1734115385;12842;;14260;0.3774483854;23520;0.6225516146;;0;;0;22575;0.451843401;13589;0.2719867099;13798;0.2761698891;;0;29473;0.5751839347;21768;0.4248160653;;0;;0;20429;0.3770231614;15087;0.2784349912;18669;0.3445418474;0;0
María Elena;MARIA ELENA;Antofagasta;167;3;3;1412;0.4017069701;0;0;98;0.02788051209;2005;0.5704125178;1620;0.4584040747;988;0.2795698925;31;0.008771929825;895;0.253254103;319;0.1074435837;2092;0.7046143483;0;0;558;0.187942068;1105;0.3776486671;1068;0.3650034176;120;0.04101161996;633;0.2163362953;727;0.2818922063;1284;0.4978673905;0;0;568;0.2202404033;1279;0.5055335968;1025;0.4051383399;0;0;226;0.08932806324;589;0.3077324974;1043;0.5449320794;282;0.1473354232;0;0;792;0.389380531;997;0.4901671583;72;0.03539823009;173;0.08505408063;1290;0.5858310627;912;0.4141689373;0;0;0;0;1164;0.5373961219;763;0.3522622345;185;0.08541089566;54;0.02493074792;474;0.3682983683;366;0.2843822844;274;0.2128982129;173;0.1344211344;;;;;;;;;289;0.1345437616;1166;0.54283054;277;0.1289571695;416;;332;0.2041820418;1294;0.7958179582;;0;;0;613;0.3809819764;456;0.2834058421;540;0.3356121815;;0;765;0.4722222222;855;0.5277777778;;0;;0;922;0.3267186393;932;0.3302622254;968;0.3430191354;0;0
Ollagüe;OLLAGUE;Antofagasta;191;3;3;450;0.4875406284;403;0.4366197183;32;0.0346695558;38;0.04117009751;400;0.4347826087;383;0.4163043478;86;0.09347826087;51;0.05543478261;485;0.4685990338;550;0.5314009662;0;0;0;0;333;0.3211186114;606;0.5843780135;98;0.09450337512;0;0;436;0.6193181818;145;0.2059659091;0;0;123;0.1747159091;410;0.5823863636;210;0.2982954545;0;0;84;0.1193181818;59;0.264573991;98;0.4394618834;66;0.2959641256;0;0;38;0.1711711712;104;0.4684684685;22;0.0990990991;58;0.2612612613;523;0.4957345972;370;0.3507109005;112;0.1061611374;50;0.04739336493;276;0.2646212848;268;0.2569511026;49;0.04697986577;450;0.4314477469;73;0.3230088496;34;0.1504424779;36;0.1592920354;83;0.3672566372;;;;;;;;;31;0.1319148936;105;0.4468085106;42;0.1787234043;57;;42;0.2837837838;106;0.7162162162;;0;;0;144;0.5496183206;52;0.1984732824;66;0.2519083969;;0;164;0.6007326007;109;0.3992673993;;0;;0;189;0.3818181818;92;0.1858585859;214;0.4323232323;0;0
San Pedro de Atacama;SAN PEDRO DE ATACAMA;Antofagasta;299;3;3;403;0.1512195122;1387;0.5204502814;299;0.112195122;576;0.2161350844;756;0.2876712329;1399;0.5323439878;331;0.1259512938;142;0.05403348554;994;0.376087779;1198;0.4532727961;451;0.1706394249;0;0;469;0.1827747467;1268;0.4941543258;497;0.1936866719;332;0.1293842557;578;0.1910743802;1295;0.4280991736;124;0.04099173554;1028;0.3398347107;698;0.2393689986;1162;0.3984910837;191;0.06550068587;865;0.2966392318;681;0.309686221;756;0.343792633;762;0.346521146;0;0;414;0.1876699909;969;0.439256573;275;0.1246600181;548;0.248413418;1405;0.4813292223;1060;0.363138061;17;0.005823912299;437;0.1497088044;1014;0.3581773225;1199;0.4235252561;133;0.04697986577;485;0.1713175556;530;0.2643391521;468;0.2334164589;503;0.250872818;504;0.2513715711;;;;;;;;;487;0.1986944104;949;0.3871889025;630;0.2570379437;385;;713;0.4121387283;1017;0.5878612717;;0;;0;864;0.3515052889;729;0.2965825875;865;0.3519121237;;0;1101;0.4583680266;1301;0.5416319734;;0;;0;961;0.3571163136;702;0.2608695652;1028;0.3820141211;0;0
Tocopilla;TOCOPILLA;Antofagasta;323;3;3;2256;0.2095680446;2399;0.2228518346;130;0.01207617278;5980;0.555503948;4159;0.3953046288;4878;0.4636441403;958;0.09105598327;526;0.0499952476;464;0.04510547293;5218;0.5072421503;1113;0.108194809;3492;0.3394575678;2657;0.266205791;5337;0.5347159603;1171;0.1173229135;816;0.08175533514;2382;0.264109103;727;0.08060760616;3073;0.3407251358;2837;0.314558155;2378;0.2729881759;3967;0.4554012169;2103;0.2414188956;263;0.03019171163;3026;0.3690243902;4723;0.5759756098;451;0.055;0;0;1311;0.1593920973;5149;0.6260182371;299;0.03635258359;1466;0.1782370821;811;0.096398431;420;0.04992273862;1646;0.1956495899;5536;0.6580292405;3172;0.3909292581;3276;0.4037466108;1666;0.2053241311;0;0;1644;0.2267586207;3076;0.4242758621;1824;0.2515862069;706;0.09737931034;;;;;;;;;1309;0.1504079053;5038;0.5788808457;1295;0.1487992646;1061;;1761;0.2458123953;5403;0.7541876047;;0;;0;2681;0.3284331741;3707;0.454122259;1775;0.2174445669;;0;3203;0.3944581281;4917;0.6055418719;;0;;0;3718;0.3479318735;3238;0.3030132884;3730;0.3490548381;0;0
Antofagasta;ANTOFAGASTA;Antofagasta;11;3;3;14036;0.1456167652;23351;0.2422554207;2057;0.02134038801;56946;0.5907874261;33655;0.3644722165;48026;0.5201052643;5805;0.06286617789;4853;0.05255634131;10458;0.1152269722;28032;0.308858528;5602;0.06172322609;46668;0.5141912737;26110;0.3046496704;32106;0.3746105828;7741;0.09032145149;19748;0.2304182953;4147;0.05657803184;21340;0.2911442487;958;0.01307011201;46852;0.6392076074;14653;0.2139436414;26627;0.3887720835;8399;0.122631041;18811;0.274653234;33078;0.3410419523;35428;0.3652710045;18127;0.1868936293;10358;0.1067934138;26437;0.2684804355;54359;0.5520417593;3580;0.03635661985;14093;0.1431211853;14329;0.2220207936;5725;0.0887060537;9385;0.14541595;35100;0.5438572026;20780;0.3542387617;20318;0.346363001;13065;0.2227203764;4498;0.07667786093;36585;0.3661795616;29974;0.300010009;17377;0.1739265339;15974;0.1598838955;;;;;;;;;20344;0.2006014889;37813;0.3728541143;20474;0.2018833506;22784;;28109;0.3831913298;45246;0.6168086702;;0;;0;45728;0.4258878096;28814;0.2683592404;32829;0.3057529501;;0;58778;0.5412787432;49813;0.4587212568;;0;;0;40789;0.3791750718;28949;0.2691102786;37835;0.3517146496;0;0
Mejillones;MEJILLONES;Antofagasta;172;3;3;100;0.02281021898;2436;0.5556569343;138;0.03147810219;1710;0.3900547445;1081;0.2511033682;2465;0.5725900116;243;0.05644599303;516;0.1198606272;772;0.1557707829;2370;0.4782082324;0;0;1814;0.3660209847;794;0.1656928214;2636;0.5500834725;695;0.145033389;667;0.1391903172;259;0.05615784909;2395;0.5192974848;0;0;1958;0.4245446661;1086;0.2395235995;2398;0.5288928099;1050;0.2315835906;0;0;1296;0.3827525103;1316;0.3886591849;522;0.1541642056;252;0.07442409923;963;0.2762478485;1901;0.5453241538;193;0.0553643144;429;0.1230636833;2394;0.5143962183;2260;0.4856037817;0;0;0;0;1107;0.2442630185;2016;0.4448367167;1409;0.3109002648;0;0;1136;0.3583596215;1060;0.334384858;617;0.194637224;357;0.1126182965;;;;;;;;;624;0.1680129241;1617;0.4353796446;609;0.1639741519;864;;904;0.3310142805;1827;0.6689857195;;0;;0;1261;0.3487278761;1188;0.328539823;1167;0.3227323009;;0;1686;0.4612859097;1969;0.5387140903;;0;;0;1758;0.3680133975;1149;0.2405275277;1870;0.3914590747;0;0
Sierra Gorda;SIERRA GORDA;Antofagasta;311;3;3;813;0.3006656805;603;0.2230029586;0;0;1288;0.4763313609;903;0.3384557721;1080;0.4047976012;106;0.03973013493;579;0.2170164918;152;0.1747126437;0;0;0;0;718;0.8252873563;331;0.200120919;933;0.5640870617;86;0.05199516324;304;0.1837968561;187;0.1741154562;598;0.5567970205;207;0.1927374302;82;0.07635009311;323;0.300744879;694;0.6461824953;57;0.0530726257;0;0;190;0.3064516129;296;0.4774193548;88;0.1419354839;46;0.07419354839;149;0.2353870458;367;0.579778831;28;0.04423380727;89;0.140600316;0;0;635;0.4319727891;211;0.143537415;624;0.4244897959;786;0.5431928127;543;0.3752591569;118;0.08154803041;0;0;308;0.4603886398;218;0.3258594918;68;0.1016442451;75;0.1121076233;;;;;;;;;106;0.1610942249;345;0.5243161094;113;0.1717325228;94;;127;0.2679324895;347;0.7320675105;;0;;0;304;0.4233983287;202;0.2813370474;212;0.295264624;;0;353;0.5684380032;268;0.4315619968;;0;;0;473;0.3172367539;409;0.2743125419;609;0.4084507042;0;0
Taltal;TALTAL;Antofagasta;315;3;3;317;0.06575399295;2397;0.4971997511;85;0.01763119685;2022;0.4194150591;1871;0.39447607;2466;0.5199240987;260;0.05481762598;146;0.03078220536;1766;0.3799483649;2644;0.5688468158;0;0;238;0.05120481928;662;0.1422126745;2345;0.5037593985;240;0.05155746509;1408;0.3024704619;218;0.04147640791;4710;0.8961187215;36;0.006849315068;292;0.05555555556;643;0.1247332687;2718;0.5272550921;361;0.07002909796;1433;0.2779825412;1133;0.2994977531;2046;0.5408406027;505;0.1334919376;99;0.02616970658;853;0.2179356157;2707;0.6916198263;98;0.02503832397;256;0.06540623403;0;0;2181;0.4588680833;1580;0.3324216284;992;0.2087102882;1523;0.3229431722;3193;0.6770568278;0;0;0;0;1000;0.279173646;1492;0.4165270798;418;0.116694584;672;0.1876046901;;;;;;;;;650;0.1606922126;2384;0.5893695921;549;0.135723115;462;;823;0.2490920097;2481;0.7509079903;;0;;0;1303;0.3321437675;1662;0.4236553658;958;0.2442008667;;0;1572;0.4062015504;2298;0.5937984496;;0;;0;1762;0.3674661105;1529;0.3188738269;1504;0.3136600626;0;0
Chañaral;CHAÑARAL;Atacama;38;4;4;1140;0.1903489731;4384;0.7320086826;0;0;465;0.0776423443;1261;0.2164806867;2793;0.4794849785;543;0.09321888412;1228;0.2108154506;140;0.02422983731;3548;0.6140533056;457;0.0790931118;1633;0.2826237452;839;0.1501969209;3040;0.5442176871;266;0.04761904762;1441;0.2579663444;487;0.09270892823;2765;0.5263658862;2001;0.3809251856;0;0;1277;0.2487339307;2697;0.5253213868;561;0.1092715232;599;0.1166731593;1066;0.2275346852;3367;0.7186766275;252;0.0537886873;0;0;;;;;;;;;0;0;2033;0.3701074094;0;0;3460;0.6298925906;1742;0.327443609;2486;0.4672932331;1092;0.2052631579;0;0;1089;0.2374100719;2254;0.4913887072;585;0.1275343362;659;0.1436668847;0;;0;;0;;0;;871;0.1773569538;2768;0.5636326614;787;0.1602524944;485;;1226;0.2944284342;2938;0.7055715658;;0;;0;2015;0.4058408862;1745;0.3514602216;1205;0.2426988922;;0;2391;0.5012578616;2379;0.4987421384;;0;;0;2254;0.3847729601;1942;0.3315124616;1662;0.2837145784;0;0
Copiapó;COPIAPO;Atacama;67;4;4;18170;0.4082228713;22261;0.5001348012;4079;0.09164232757;0;0;13142;0.3115916258;23173;0.5494226711;3805;0.09021504612;2057;0.04877065699;10278;0.2225494229;17107;0.3704176862;0;0;18798;0.4070328909;11297;0.258423882;23565;0.5390598193;4292;0.09818140226;4561;0.1043348965;0;0;14097;0.3462615445;0;0;26615;0.6537384555;6919;0.1793137407;18388;0.4765458975;8719;0.2259627844;4560;0.1181775774;13300;0.289924576;29099;0.6343244539;3475;0.07575097005;0;0;;;;;;;;;630;0.01614060258;11609;0.2974226276;2641;0.06766243083;24152;0.618774339;12945;0.3493078604;16102;0.4344963437;6824;0.1841388057;1188;0.0320569902;17720;0.36167694;18541;0.378434094;8873;0.1811038086;3860;0.07878515737;0;;0;;0;;0;;9494;0.1977875461;21582;0.449615633;8810;0.183537843;8115;;13108;0.3502565199;24316;0.6497434801;;0;;0;24745;0.4819734715;13280;0.2586626673;13316;0.2593638612;;0;31266;0.5951460931;21269;0.4048539069;;0;;0;19893;0.3863618707;13324;0.2587787446;18271;0.3548593847;0;0
Diego de Almagro;DIEGO DE ALMAGRO;Atacama;81;4;4;269;0.03536216643;3142;0.4130406205;3978;0.5229393979;218;0.02865781517;752;0.1019522777;3826;0.5187093275;1811;0.2455260304;987;0.1338123644;2655;0.4313566206;0;0;3500;0.5686433794;0;0;978;0.1577928364;3342;0.5392061955;1518;0.2449177154;360;0.05808325266;114;0.02160318363;2726;0.5165813909;1867;0.3537995073;570;0.1080159181;836;0.1622670807;3021;0.5863742236;603;0.1170419255;692;0.1343167702;605;0.1203501094;4209;0.837278695;213;0.04237119554;0;0;;;;;;;;;0;0;1791;0.3851612903;0;0;2859;0.6148387097;1196;0.2644847413;2746;0.6072534277;448;0.09907120743;132;0.02919062362;706;0.1594039287;2355;0.5317227365;941;0.21246331;427;0.09641002484;0;;0;;0;;0;;493;0.09440827269;3489;0.6681348142;649;0.1242818843;591;;732;0.1646423752;3714;0.8353576248;;0;;0;1339;0.2839872747;2225;0.4718981972;1151;0.2441145281;;0;1684;0.3571580064;3031;0.6428419936;;0;;0;1563;0.2327971403;2781;0.4142091153;2370;0.3529937444;0;0
Alto del Carmen;ALTO DEL CARMEN;Atacama;5;4;4;1434;0.4919382504;1433;0.4915951973;48;0.01646655232;0;0;962;0.3320676562;1582;0.546082154;14;0.004832585433;339;0.1170176044;1510;0.4679268671;1367;0.4236132631;100;0.03098853424;250;0.07747133561;1099;0.3492214808;1280;0.4067365745;225;0.07149666349;543;0.1725452812;791;0.2620072872;450;0.1490559788;120;0.03974826101;1658;0.549188473;697;0.2394366197;1138;0.3909309516;772;0.2652009619;304;0.1044314668;453;0.2144886364;1248;0.5909090909;411;0.1946022727;0;0;;;;;;;;;1564;0.6118935837;992;0.3881064163;0;0;0;0;1005;0.4028056112;1120;0.4488977956;266;0.1066132265;104;0.04168336673;367;0.2116493656;594;0.3425605536;363;0.2093425606;410;0.2364475202;0;;0;;0;;0;;405;0.1829268293;1286;0.5808491418;320;0.1445347787;203;;480;0.2668148972;1319;0.7331851028;;0;;0;863;0.4583112055;580;0.3080191184;440;0.233669676;;0;1066;0.5572399373;847;0.4427600627;;0;;0;1089;0.3777315297;840;0.2913631634;954;0.330905307;0;0
Caldera;CALDERA;Atacama;22;4;4;1286;0.209173715;1012;0.1646063761;0;0;3850;0.6262199089;1578;0.2634830523;2514;0.4197695776;152;0.02537986308;1745;0.2913675071;2923;0.4573619152;3468;0.5426380848;0;0;0;0;1428;0.2330667537;2940;0.4798433165;620;0.1011914477;1139;0.1858984821;3549;0.5392797447;2926;0.4446132807;0;0;106;0.01610697462;2377;0.3749211356;2549;0.4020504732;718;0.1132492114;696;0.1097791798;1198;0.212336051;3126;0.5540588444;1318;0.2336051046;0;0;;;;;;;;;1908;0.294081381;3906;0.6020345253;0;0;674;0.1038840937;1725;0.2737226277;3880;0.6156775627;301;0.04776261504;396;0.06283719454;1492;0.2677674085;2285;0.410086145;674;0.1209619526;1121;0.2011844939;0;;0;;0;;0;;1067;0.1814317293;3188;0.5420846795;966;0.1642577793;660;;1480;0.2881619938;3656;0.7118380062;;0;;0;2390;0.3934156379;2083;0.3428806584;1602;0.2637037037;;0;3025;0.4784878203;3297;0.5215121797;;0;;0;2298;0.3453561767;1889;0.2838893898;2467;0.3707544334;0;0
Huasco;HUASCO;Atacama;109;4;4;125;0.03114100648;2833;0.7057797708;0;0;1056;0.2630792227;913;0.228021978;2715;0.6780719281;376;0.09390609391;0;0;779;0.1797415782;1505;0.3472542686;47;0.01084448546;2003;0.4621596677;853;0.2012267044;2189;0.5163953763;465;0.1096956829;732;0.1726822364;131;0.03074395682;2935;0.6888054447;0;0;1195;0.2804505985;666;0.1597122302;2759;0.6616306954;243;0.05827338129;502;0.120383693;624;0.1751333146;2345;0.6581532417;594;0.1667134437;0;0;;;;;;;;;364;0.08726923999;2184;0.5236154399;0;0;1623;0.3891153201;1076;0.2645034415;2734;0.6720747296;95;0.02335299902;163;0.04006882989;654;0.203611457;1491;0.4641967621;470;0.1463262765;597;0.1858655044;0;;0;;0;;0;;548;0.1477885653;2257;0.6086839266;448;0.120819849;455;;750;0.2354048964;2436;0.7645951036;;0;;0;1405;0.3980169972;1349;0.3821529745;776;0.2198300283;;0;1709;0.4625169147;1986;0.5374830853;;0;;0;1395;0.3228419347;1449;0.3353390419;1477;0.3418190234;0;0
Freirina;FREIRINA;Atacama;93;4;4;842;0.2857142857;1143;0.3878520529;168;0.05700712589;794;0.2694265355;1035;0.3592502603;1156;0.4012495661;573;0.1988892746;117;0.04061089899;1158;0.3677357891;688;0.2184820578;189;0.06001905367;1114;0.3537630994;1018;0.3248245054;1336;0.4262922782;144;0.04594767071;636;0.2029355456;1153;0.3510962241;1695;0.5161388551;0;0;436;0.1327649208;747;0.2325653798;1755;0.546388543;445;0.1385429639;265;0.08250311333;465;0.1809338521;1663;0.6470817121;442;0.1719844358;0;0;;;;;;;;;985;0.3138942001;1745;0.5560866794;0;0;408;0.1300191205;762;0.2456479691;1866;0.6015473888;26;0.008381689233;448;0.1444229529;599;0.2494793836;1188;0.4947938359;154;0.06413994169;460;0.1915868388;0;;0;;0;;0;;429;0.1600746269;1716;0.6402985075;290;0.1082089552;245;;460;0.2011368605;1827;0.7988631395;;0;;0;997;0.3800991231;1193;0.4548227221;433;0.1650781548;;0;1147;0.4297489697;1522;0.5702510303;;0;;0;1002;0.3235389086;1119;0.3613174039;976;0.3151436874;0;0
Tierra Amarilla;TIERRA AMARILLA;Atacama;319;4;4;2022;0.3629509962;2393;0.4295458625;228;0.04092622509;928;0.1665769162;2198;0.3988386863;2940;0.5334784976;373;0.06768281619;0;0;3372;0.5203703704;2557;0.3945987654;182;0.02808641975;369;0.05694444444;2154;0.3474753993;2929;0.4724955638;539;0.08694950799;577;0.09307952896;2343;0.3899151273;690;0.1148277584;2976;0.4952571143;0;0;1732;0.2974411815;1759;0.3020779667;1827;0.313755796;505;0.08672505581;1079;0.2095145631;2541;0.4933980583;1530;0.2970873786;0;0;;;;;;;;;400;0.05702066999;1418;0.2021382751;2748;0.3917320029;2449;0.349109052;1547;0.2293550778;2829;0.4194217939;1051;0.1558191253;1318;0.195404003;1184;0.2358565737;2594;0.5167330677;460;0.09163346614;782;0.1557768924;0;;0;;0;;0;;879;0.1613140026;3214;0.5898329969;660;0.1211231419;696;;1088;0.2510383018;3246;0.7489616982;;0;;0;2360;0.4389064534;1664;0.3094662451;1353;0.2516273015;;0;2988;0.5443614502;2501;0.4556385498;;0;;0;2150;0.3336954835;1982;0.3076206736;2311;0.3586838429;0;0
Vallenar;VALLENAR;Atacama;332;4;4;7004;0.3326525766;10659;0.5062455474;2184;0.1037283306;1208;0.05737354548;6035;0.2913066564;12641;0.6101752184;1169;0.05642708886;872;0.04209103635;5018;0.2324439503;5996;0.2777468964;0;0;10574;0.4898091532;4746;0.2306122449;8627;0.4191933916;3171;0.1540816327;4036;0.1961127308;2425;0.1413334888;0;0;14733;0.8586665112;0;0;3036;0.1795068882;9083;0.5370425117;3618;0.2139182877;1176;0.06953231242;4008;0.2111696523;10826;0.5703898841;4146;0.2184404636;0;0;;;;;;;;;3022;0.1819385912;6076;0.3658037327;0;0;7512;0.4522576761;4904;0.3094396769;7211;0.4550100959;1029;0.06492932862;2704;0.1706208985;4389;0.2449082082;7149;0.3989174711;1364;0.07611182412;5019;0.2800624965;0;;0;;0;;0;;3785;0.1936259464;10854;0.5552486188;2862;0.1464088398;2047;;4722;0.2881200805;11667;0.7118799195;;0;;0;9010;0.4726681356;5992;0.3143426713;4060;0.2129891932;;0;11342;0.5722502523;8478;0.4277497477;;0;;0;8226;0.3689947517;6673;0.2993316288;7394;0.3316736195;0;0
Andacollo;ANDACOLLO;Coquimbo;8;5;5;2639;0.4258512183;3103;0.5007261578;172;0.0277553655;283;0.04566725835;2296;0.3724853991;2063;0.3346852693;802;0.130110318;1003;0.1627190136;482;0.07627789207;2155;0.3410349739;0;0;3682;0.582687134;1511;0.2465328765;2947;0.4808288465;1410;0.2300538424;261;0.04258443465;232;0.03822075783;3635;0.5988467875;0;0;2203;0.3629324547;1350;0.2273492759;3435;0.5784776019;0;0;1153;0.1941731223;1549;0.3051014379;3177;0.625763246;351;0.06913531613;0;0;1458;0.2825033908;3503;0.6787444294;200;0.03875217981;0;0;1799;0.3163911361;2807;0.4936686599;0;0;1080;0.189940204;1813;0.3269022719;3372;0.6080057699;0;0;361;0.06509195817;1226;0.2861143524;1993;0.4651108518;378;0.08821470245;688;0.1605600933;;;;;;;;;1017;0.1818019306;3594;0.6424740794;517;0.09242045048;466;;1153;0.2324596774;3807;0.7675403226;;0;;0;1801;0.3567042979;1936;0.3834422658;1312;0.2598534363;;0;2295;0.4230414747;3130;0.5769585253;;0;;0;2040;0.3305249514;2582;0.4183408944;1550;0.2511341542;0;0
La Higuera;LA HIGUERA;Coquimbo;123;5;5;899;0.4125745755;1209;0.5548416705;71;0.03258375402;0;0;405;0.1874132346;509;0.2355391023;752;0.347987043;495;0.2290606201;738;0.2936729009;1050;0.4178272981;0;0;725;0.288499801;487;0.2001644061;1187;0.4878750514;373;0.1533086724;386;0.1586518701;874;0.3351226994;391;0.1499233129;0;0;1343;0.5149539877;565;0.2207893708;1271;0.49667839;247;0.09652207894;476;0.1860101602;520;0.2797202797;1232;0.6627218935;107;0.05755782679;0;0;522;0.2797427653;1277;0.6843515541;67;0.0359056806;0;0;1662;0.6922115785;739;0.3077884215;0;0;0;0;966;0.4045226131;1313;0.5498324958;0;0;109;0.04564489112;571;0.3832214765;625;0.4194630872;126;0.08456375839;168;0.1127516779;;;;;;;;;304;0.1478599222;1489;0.7242217899;163;0.07928015564;100;;334;0.1805405405;1516;0.8194594595;;0;;0;864;0.4897959184;573;0.324829932;327;0.1853741497;;0;991;0.5327956989;869;0.4672043011;;0;;0;536;0.2379050155;1096;0.4864624945;621;0.27563249;0;0
La Serena;LA SERENA;Coquimbo;127;5;5;22952;0.3717404684;36193;0.5861974021;2597;0.04206212951;0;0;23916;0.3947576918;31389;0.518107091;5279;0.08713521722;0;0;20582;0.3335494117;28532;0.4623861537;2510;0.04067675753;10082;0.163387677;17961;0.3027457987;34433;0.5803934128;3986;0.06718694692;2947;0.04967384159;9787;0.2080923626;31968;0.6797074332;0;0;5277;0.1122002041;14988;0.330671138;25678;0.5665181132;2720;0.06000970745;1940;0.04280104134;23093;0.3407856679;37328;0.5508529603;7343;0.1083613718;0;0;26389;0.3913307827;35280;0.5231782187;5765;0.08549099861;0;0;6062;0.1616878267;21899;0.5840979409;3210;0.08561826523;6321;0.1685959671;10334;0.2858565462;20308;0.5617548616;3728;0.1031230118;1781;0.04926558048;27062;0.38709216;26873;0.3843887228;8610;0.1231565848;7366;0.1053625324;;;;;;;;;17257;0.2414613329;33453;0.4680770684;11902;0.1665337419;8857;;21703;0.3623689307;38189;0.6376310693;;0;;0;34420;0.4567167348;21416;0.284167507;19528;0.2591157582;;0;43465;0.554315666;34947;0.445684334;;0;;0;29706;0.4131514165;22473;0.3125547628;19722;0.2742938207;0;0
